MET2013,Name,INCTOT,SEX,RACWHT,EDUC,VALUEH,employment,year,percentage,children percentage,23-27 vs 13-17 ratio
15540,"Burlington-South Burlington, VT",52959.73185,0.49037037,0.982222222,8.219259259,271779.8519,0.966044143,2012,0.230855856,0.117073171,1
15940,"Canton-Massillon, OH ",43024.71337,0.518942102,0.959971408,7.448892066,142460.4718,0.94772922,2012,0.213122842,0.055555556,0.769874477
15980,"Cape Coral-Fort Myers,FL",48816.4903,0.485330681,0.913973148,7.573346594,213100.8951,0.933023873,2012,0.186779867,0.048701299,0.715447154
16580,"Champaign-Urbana, IL ",51382.00323,0.47819063,0.911147011,8.266558966,170353.7964,0.970260223,2012,0.296059638,0.050359712,1.436893204
16620,"Charleston, WV ",46578.85838,0.51300578,0.950867052,7.533236994,134369.2197,0.962699822,2012,0.212605833,0.084070796,0.821705426
16700,"Charleston-North Charleston, SC",50521.55752,0.497735507,0.773550725,7.872735507,280641.712,0.956068094,2012,0.2772612,0.048780488,1.523364486
16740,"Charlotte-Concord-Gastonia, NC-SC ",53470.37452,0.505038388,0.807581574,7.840930902,211896.857,0.952952812,2012,0.234323432,0.059691482,0.818299805
16860,"Chattanooga, TN-GA ",50437.08174,0.49522673,0.894988067,7.631861575,192816.4678,0.967455621,2012,0.225177969,0.054908486,0.875796178
16980,"Chicago-Naperville-Elgin, IL-IN-WI ",62022.91004,0.511156689,0.800205099,8.074012518,278083.2066,0.947526778,2012,0.252699587,0.060077694,0.866666667
17020,"Chico, CA ",44984.53195,0.502228826,0.91679049,7.621099554,228658.2467,0.935166994,2012,0.245266781,0.031578947,1.173333333
17140,"Cincinnati, OH-KY-IN ",53928.32192,0.509844255,0.928004702,7.864384367,188734.7341,0.95939174,2012,0.235218636,0.081409987,0.895222129
17300,"Clarksville, TN-KY ",42624.86952,0.546681665,0.849268841,7.361079865,153522.9471,0.962025316,2012,0.326662363,0.029644269,1.48603352
17460,"Cleveland-Elyria, OH ",52377.63384,0.494440032,0.86483982,7.916600477,182878.5412,0.959206002,2012,0.211037257,0.089929548,0.784172662
17660,"Coeur d'Alene, ID",38700.63073,0.48787062,0.970350404,7.71967655,211183.8275,0.9375,2012,0.217472119,0.094017094,0.847457627
17780,"College Station-Bryan, TX",55398.98312,0.506329114,0.816455696,7.890295359,181893.4599,0.975961538,2012,0.344586729,0.054054054,1.508928571
17820,"Colorado Springs, CO",53451.33929,0.506944444,0.905257937,8.232142857,249094.2956,0.954865182,2012,0.264894299,0.036275695,1.033505155
17860,"Columbia, MO ",48178.72165,0.487113402,0.948453608,8.432989691,177713.1443,0.93030303,2012,0.29480737,0.039772727,1.698113208
17900,"Columbia, SC ",48430.45007,0.494971264,0.772270115,8.044899425,180577.1193,0.961016949,2012,0.246359793,0.043851287,0.97515528
18140,"Columbus, OH ",55589.20106,0.495297249,0.888731145,8.129015084,194344.4188,0.962229102,2012,0.260417843,0.05160451,0.986326345
18580,"Corpus Christi, TX",45846.12183,0.513324873,0.878807107,7.027918782,134851.5863,0.967563291,2012,0.239063699,0.04975923,0.717142857
19100,"Dallas-Fort Worth-Arlington, TX",61485.27951,0.519431736,0.804912112,7.857259812,213334.6978,0.962768312,2012,0.252205269,0.05707196,0.800353357
19300,"Daphne-Fairhope-Foley, AL ",46336.13053,0.505263158,0.945263158,7.831578947,195837.6842,0.962365591,2012,0.20505618,0.082191781,0.756410256
19380,"Dayton, OH ",48571.70353,0.5,0.882211538,7.773237179,156042.8686,0.948855334,2012,0.223298496,0.067351598,0.782157676
19460,"Decatur, AL ",43912.85083,0.497237569,0.865561694,7.167587477,137581.9521,0.932853717,2012,0.194552529,0.113333333,0.598214286
19500,"Decatur, IL ",45212.54021,0.52371134,0.927835052,7.426804124,116449.4845,0.941605839,2012,0.210378682,0.073333333,0.679487179
19660,"Deltona-Daytona Beach-Ormond Beach,FL",40264.4784,0.487139918,0.905349794,7.382201646,178595.3189,0.932396252,2012,0.184184514,0.057245081,0.973063973
19740,"Denver-Aurora-Lakewood, CO ",65008.71227,0.506654287,0.907458991,8.455380171,316359.1767,0.960676136,2012,0.260386111,0.054755043,0.968053044
19780,"Des Moines-West DesMoines,IA",50420.78885,0.493232269,0.955062263,7.898754737,178238.4949,0.976485149,2012,0.261562379,0.087667162,0.95532646
19820,"Detroit-Warren-Dearborn, MI ",52895.50291,0.511023622,0.832598425,7.908740157,164261.0866,0.945022145,2012,0.206459921,0.086278586,0.755789474
20100,"Dover, DE ",40764.23929,0.501785714,0.823214286,7.278571429,201655,0.932126697,2012,0.216944801,0.082840237,0.827956989
20700,"East Stroudsburg, PA",44421.82709,0.498559078,0.916426513,7.616714697,188385.879,0.913043478,2012,0.17826087,0.036585366,0.549019608
20740,"Eau Claire, WI",42004.36891,0.520599251,0.990636704,7.602996255,194562.1723,0.967248908,2012,0.219047619,0.099378882,0.715789474
20940,"El Centro, CA",40339.64865,0.505405405,0.845945946,6.410810811,158208.1081,0.914191419,2012,0.252051583,0.027906977,1.026315789
21140,"Elkhart-Goshen, IN ",42486.24081,0.522058824,0.930147059,7.005514706,140288.4191,0.970338983,2012,0.242387333,0.125628141,0.624113475
21340,"El Paso, TX",38515.70485,0.508370044,0.869603524,6.951982379,135000.837,0.948881789,2012,0.280164651,0.031221304,0.946127946
21500,"Erie, PA ",42648.29063,0.501912046,0.959847036,7.461759082,142670.1721,0.949608063,2012,0.213460231,0.073248408,0.967532468
21660,"Eugene, OR ",45014.95234,0.49273021,0.943457189,7.799676898,252226.252,0.937691522,2012,0.221453287,0.060267857,0.914691943
22180,"Fayetteville, NC ",43841.97656,0.484375,0.598214286,7.581473214,162249.7768,0.943055556,2012,0.337316676,0.025764895,1.323275862
22220,"Fayetteville-Springdale-Rogers, AR-MO ",53239.77284,0.534551231,0.936457506,7.474185862,183035.7427,0.968955786,2012,0.274349822,0.044609665,0.922746781
22380,"Flagstaff, AZ ",44198.51693,0.509803922,0.556149733,7.557932264,224386.631,0.924485126,2012,0.224080268,0.074626866,0.905109489
22500,"Florence, SC ",42427.21484,0.475260417,0.682291667,7.3984375,132093.6198,0.956661316,2012,0.221070812,0.03125,0.838028169
22660,"Fort Collins, CO",57650.11788,0.503929273,0.951866405,8.702357564,300346.0707,0.953325554,2012,0.258188825,0.077114428,1.244897959
23060,"Fort Wayne, IN",44146.59535,0.521021021,0.91966967,7.637387387,133371.5465,0.957034541,2012,0.264887064,0.062015504,1.044052863
23420,"Fresno, CA ",47829.47437,0.517535971,0.736510791,7.089028777,223193.4802,0.92088267,2012,0.268957871,0.025556472,0.941089838
23460,"Gadsden, AL ",36894.99712,0.515850144,0.864553314,6.798270893,123616.7147,0.961389961,2012,0.217142857,0.043859649,0.777777778
23540,"Gainesville, FL ",53989.49858,0.471509972,0.793447293,8.461538462,194204.416,0.970394737,2012,0.288726683,0.030898876,1.552845528
23580,"Gainesville, GA ",46534.67372,0.50755287,0.874622356,7.365558912,204711.3293,0.964944649,2012,0.20040282,0.060301508,0.605442177
24020,"Glens Falls, NY",44081.69252,0.500680272,0.986394558,7.589115646,213245.3061,0.945337621,2012,0.2027833,0.107843137,0.946428571
24140,"Goldsboro, NC ",41362.69296,0.487323944,0.746478873,7.298591549,161678.5915,0.949820789,2012,0.25083612,0.06,0.802469136
24300,"Grand Junction, CO",46463,0.525862069,0.948275862,7.603448276,212470.6897,0.962328767,2012,0.234833659,0.05,0.8
24340,"Grand Rapids-Wyoming, MI",46946.37232,0.512355848,0.932866557,7.929983526,167942.0511,0.953576504,2012,0.261775362,0.08189158,0.856557377
24660,"Greensboro-High Point, NC",45722.38934,0.494438051,0.800920598,7.690448792,176757.1922,0.952010969,2012,0.219506111,0.064772727,0.882113821
24780,"Greenville, NC ",45638.90511,0.493917275,0.778588808,7.902676399,159539.1727,0.973760933,2012,0.237891738,0.071856287,0.895833333
24860,"Greenville-Anderson-Mauldin, SC ",45720.19765,0.506196999,0.863992172,7.620026093,190089.1716,0.952612394,2012,0.222198506,0.066282421,0.836956522
25060,"Gulfport-Biloxi-Pascagoula, MS ",43232.30856,0.494369369,0.763513514,7.448198198,160356.3063,0.939882698,2012,0.253521127,0.05026455,0.919354839
25260,"Hanford-Corcoran, CA ",45376.92424,0.521212121,0.845454545,6.642424242,193301.2121,0.944852941,2012,0.29303675,0.02310231,1.274509804
25420,"Harrisburg-Carlisle, PA ",50004.70097,0.499514563,0.936893204,7.493203883,198704.1262,0.968535469,2012,0.21760055,0.112164297,0.82739726
25500,"Harrisonburg, VA ",44677.75636,0.506355932,0.976694915,7.302966102,229057.2034,0.973039216,2012,0.267727931,0.059459459,1.378378378
25540,"Hartford-West Hartford-East Hartford,CT",67370.66944,0.497638858,0.890038228,8.372385878,286871.374,0.955070281,2012,0.216212051,0.097647897,0.791314837
25860,"Hickory-Lenoir-Morganton, NC ",37192.13185,0.495605139,0.943881001,7.099391481,157725.7606,0.952221291,2012,0.186311787,0.066326531,0.882629108
25940,"Hilton Head Island-Bluffton-Beaufort,SC",49450.3511,0.463235294,0.803308824,7.922794118,336627.5735,0.96125908,2012,0.229291717,0.062827225,1.314285714
26140,"Homosassa Springs, FL",40874.98977,0.47826087,0.961636829,7.199488491,149489.7698,0.952702703,2012,0.142322097,0.052631579,0.457627119
26380,"Houma-Thibodaux, LA ",46903.02999,0.534550196,0.872229465,6.670143416,155645.3716,0.958664547,2012,0.245387454,0.045112782,1.110169492
26420,"Houston-The Woodlands-Sugar Land,TX",62855.09132,0.529381543,0.740093764,7.582878428,206686.295,0.958568459,2012,0.261228999,0.048126003,0.863636364
26620,"Huntsville, AL ",55575.01744,0.517872711,0.79163034,8.217959895,206663.8187,0.959459459,2012,0.245505618,0.064073227,1.044554455
26900,"Indianapolis-Carmel-Anderson, IN ",51232.185,0.508293839,0.890148951,7.926540284,175863.8964,0.960982373,2012,0.250193563,0.062334218,0.860938884
26980,"Iowa City, IA",55373.79612,0.472491909,0.944983819,8.734627832,227043.6893,0.989010989,2012,0.332589286,0.11409396,1.103448276
27060,"Ithaca, NY ",54196.54313,0.504792332,0.961661342,8.667731629,194849.8403,0.988461538,2012,0.257142857,0.087301587,1.033898305
27100,"Jackson, MI ",40875.74219,0.517578125,0.95703125,7.376953125,146894.7266,0.942065491,2012,0.231425091,0.047368421,1.013888889
27140,"Jackson, MS ",46351.02683,0.471620227,0.617647059,7.796181631,165825.645,0.945083014,2012,0.223529412,0.045321637,0.786924939
27180,"Jackson, TN ",44304.9976,0.501199041,0.767386091,7.661870504,147142.6859,0.96656535,2012,0.191153239,0.05785124,0.773333333
27260,"Jacksonville, FL ",51847.99131,0.502112676,0.804929577,7.784741784,215637.5352,0.942898135,2012,0.222205641,0.044996642,1.048780488
27500,"Janesville-Beloit, WI ",43461.95607,0.50209205,0.964435146,7.271966527,184091.4226,0.943589744,2012,0.217065868,0.075862069,0.857142857
27620,"Jefferson City, MO",42590.55696,0.52056962,0.96835443,7.484177215,160393.9873,0.972375691,2012,0.246794872,0.112554113,0.776923077
27780,"Johnstown, PA ",35838.42356,0.532276331,0.988674972,7.118912797,120606.4553,0.962290503,2012,0.195507488,0.055319149,0.949152542
27900,"Joplin, MO ",39170.14286,0.512781955,0.965413534,7.231578947,131138.0451,0.97761194,2012,0.23626943,0.052631579,0.886956522
28020,"Kalamazoo-Portage, MI ",46066.64552,0.505970149,0.931343284,7.76641791,158010.9701,0.945652174,2012,0.203663793,0.100529101,0.917073171
28100,"Kankakee, IL ",42835.39362,0.49787234,0.912765957,7.323404255,167670.2128,0.956962025,2012,0.195876289,0.120300752,0.778947368
28140,"Kansas City, MO-KS",53095.55687,0.509809497,0.894654535,7.951805516,186909.3972,0.959224267,2012,0.237736955,0.085902178,0.86797066
28940,"Knoxville, TN ",45633.32623,0.503063904,0.957980741,7.625911876,185934.2865,0.955158585,2012,0.223119338,0.056487202,0.947674419
29100,"La Crosse-Onalaska, WI-MN",46083.05882,0.520123839,0.99380805,7.944272446,186901.548,0.982394366,2012,0.232662192,0.115384615,1
29180,"Lafayette, LA ",49580.18262,0.500629723,0.79534005,6.977959698,150533.6272,0.961106956,2012,0.240102171,0.058510638,0.856697819
29200,"Lafayette-West Lafayette, IN",51007.09847,0.512035011,0.962800875,8.041575492,163287.7462,0.964102564,2012,0.267683773,0.046632124,1.866666667
29420,"Lake Havasu City-Kingman,AZ",33335.04598,0.501915709,0.87164751,6.637931034,155905.7471,0.891737892,2012,0.214624881,0.030973451,0.854961832
29460,"Lakeland-Winter Haven, FL",41353.73766,0.492739593,0.867376573,7.214424008,145628.8964,0.950849515,2012,0.219265259,0.022427441,0.876344086
29540,"Lancaster, PA ",47936.25355,0.5280595,0.968221771,7.306288032,231177.1467,0.966973886,2012,0.236754177,0.088709677,0.875502008
29620,"Lansing-East Lansing, MI",46217.15969,0.498526812,0.944608132,7.794932233,144186.211,0.951149425,2012,0.226826143,0.103578154,0.898648649
29700,"Laredo, TX ",35521.89974,0.532133676,0.929305913,6.507712082,132242.0308,0.984871407,2012,0.300746269,0.037220844,0.668965517
29740,"Las Cruces, NM",37416.54657,0.487745098,0.889705882,7.588235294,170511.0294,0.952380952,2012,0.301152738,0.019138756,1.117021277
29820,"Las Vegas-Henderson-Paradise, NV",51949.52321,0.51754386,0.764437135,7.481359649,182712.5548,0.936940868,2012,0.257989315,0.027861446,0.867271228
29940,"Lawrence, KS ",53564.99,0.495,0.92,8.615,205975,0.965909091,2012,0.315028902,0.073394495,1.319148936
30140,"Lebanon, PA ",46318.94066,0.507692308,0.971428571,7.274725275,185918.6813,0.964735516,2012,0.222585925,0.088235294,0.93442623
30340,"Lewiston-Auburn, ME ",41015.47987,0.479865772,0.986577181,7.231543624,160819.7987,0.984189723,2012,0.195804196,0.035714286,0.764705882
30620,"Lima, OH ",42841.57416,0.516746411,0.956937799,7.136363636,131698.5646,0.944444444,2012,0.199356913,0.064516129,0.746835443
30700,"Lincoln, NE ",54892.49662,0.50338295,0.956698241,8.422192152,187263.5995,0.989505247,2012,0.292321924,0.098101266,1.203539823
30780,"Little Rock-North LittleRock-Conway,AR",47584.63386,0.496555118,0.828740157,7.912401575,169581.5945,0.96572104,2012,0.259036145,0.051679587,1.091954023
31080,"Los Angeles-Long Beach-Anaheim,CA",61474.40385,0.513660395,0.637918303,7.723070561,509110.2135,0.943430223,2012,0.26583696,0.019942412,0.990368648
31140,"Louisville/Jefferson County, KY-IN",51656.17012,0.498408277,0.912654198,7.956227616,203822.9208,0.959266317,2012,0.226677806,0.073095823,0.809296782
31180,"Lubbock, TX ",49544.6087,0.507638073,0.876615746,7.661574618,148175.7932,0.969486824,2012,0.255474453,0.085714286,1.167597765
31340,"Lynchburg, VA ",41156.68467,0.503858875,0.864388093,7.406835722,183520.3969,0.971659919,2012,0.20979021,0.048148148,1.13740458
31460,"Madera, CA ",41132.4918,0.504918033,0.855737705,6.836065574,208216.3934,0.945833333,2012,0.269444444,0.015463918,1.1625
31700,"Manchester-Nashua, NH ",60859.57984,0.516129032,0.958064516,8.349193548,258197.0968,0.967153285,2012,0.22309417,0.092964824,0.867647059
31900,"Mansfield, OH ",36161.15949,0.521518987,0.962025316,7.103797468,110719.7468,0.968253968,2012,0.244698206,0.046666667,0.825396825
32580,"McAllen-Edinburg-Mission, TX ",32692.23927,0.509700176,0.903586126,6.189300412,107419.6943,0.941893831,2012,0.297029703,0.060493827,0.702290076
32780,"Medford, OR ",39650.35382,0.448789572,0.955307263,7.664804469,242445.9963,0.936470588,2012,0.192849404,0.095505618,0.644230769
32820,"Memphis, TN-MS-AR ",50395.89049,0.490651709,0.63167735,7.733173077,170458.6004,0.960580259,2012,0.233817701,0.051553672,0.782115869
32900,"Merced, CA ",45237.37221,0.512864494,0.759862779,6.689536878,202791.9383,0.934156379,2012,0.259005146,0.052980132,0.599078341
33100,"Miami-Fort Lauderdale-West PalmBeach,FL",54118.30448,0.493826431,0.791043894,7.889348378,274322.5911,0.950333173,2012,0.229034044,0.039879154,0.942349642
33140,"Michigan City-La Porte,IN",45171.43277,0.512605042,0.943277311,7.18697479,149455.042,0.939613527,2012,0.257861635,0.048780488,1
33260,"Midland, TX ",62571.93017,0.546134663,0.895261845,7.314214464,172902.7431,0.988269795,2012,0.256451613,0.06918239,0.752808989
33340,"Milwaukee-Waukesha-West Allis, WI",56964.06584,0.499859905,0.889324741,8.122163071,237557.8593,0.961242793,2012,0.243209435,0.071271124,0.902472527
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",57488.81649,0.509519951,0.93568969,8.117176423,246973.6176,0.965946749,2012,0.255209884,0.08253135,0.910702977
33660,"Mobile, AL ",41833.81373,0.499570815,0.682403433,7.458369099,155323.7768,0.947191011,2012,0.205516495,0.063157895,0.725806452
33700,"Modesto, CA ",44489.34373,0.501140684,0.833460076,6.875285171,218447.8327,0.898604651,2012,0.238391376,0.060869565,0.677581864
33740,"Monroe, LA ",44934.93488,0.518604651,0.709302326,7.395348837,160768.1395,0.970501475,2012,0.259067358,0.035,0.787610619
33780,"Monroe, MI ",44424.67764,0.535528596,0.980935875,7.150779896,138596.1872,0.936123348,2012,0.193548387,0.090277778,0.604651163
33860,"Montgomery, AL ",43800.23606,0.486933798,0.618466899,7.696864111,163530.0523,0.962243797,2012,0.225420967,0.045783133,0.85
34060,"Morgantown, WV ",47793.92148,0.508083141,0.974595843,7.374133949,182522.4018,0.976676385,2012,0.281065089,0.031578947,2.29787234
34620,"Muncie, IN ",35781.29412,0.521390374,0.941176471,6.983957219,100128.3422,0.957894737,2012,0.190954774,0.078947368,0.75862069
34740,"Muskegon, MI ",39605.39551,0.492227979,0.924006908,7.350604491,120240.2418,0.934460888,2012,0.225087925,0.119791667,0.739495798
34820,"Myrtle Beach-Conway-North MyrtleBeach,SC-NC",42483.30962,0.483960948,0.882147838,7.690376569,217129.3584,0.943304008,2012,0.199140401,0.067146283,0.855
34900,"Napa, CA ",68943.1065,0.498194946,0.846570397,8.018050542,553588.4477,0.9527897,2012,0.184466019,0.076023392,0.763157895
34940,"Naples-Immokalee-Marco Island, FL",60445.78521,0.475352113,0.926056338,7.705399061,421632.5117,0.961479199,2012,0.193594306,0.073529412,0.863945578
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN ",52150.38492,0.505776832,0.883095166,7.816357555,238270.3253,0.963104326,2012,0.239752435,0.063478629,0.883061049
35300,"New Haven-Milford, CT",61383.06057,0.488841658,0.877081119,8.165072618,299021.6436,0.944333996,2012,0.226229508,0.065217391,0.882142857
35380,"New Orleans-Metairie, LA",52951.82719,0.503590456,0.701876303,7.682649988,231363.1689,0.958934517,2012,0.256749076,0.044272274,1.061827957
35620,"New York-Newark-Jersey City,NY-NJ-PA",73093.22602,0.504034761,0.741624814,8.312059139,497592.7957,0.950783766,2012,0.246920028,0.05093111,0.93849793
35660,"Niles-Benton Harbor, MI",49648.02303,0.526315789,0.909539474,7.738486842,172379.7697,0.968253968,2012,0.186206897,0.141975309,0.833333333
35840,"North Port-Sarasota-Bradenton, FL",48184.49284,0.484585323,0.934433348,7.868432479,231347.7204,0.94295302,2012,0.177162049,0.045813586,0.848396501
35980,"Norwich-New London, CT",61608.02594,0.496422182,0.929338104,8.182468694,340600.4472,0.947095436,2012,0.207840697,0.080838323,0.866666667
36100,"Ocala, FL ",39375.21277,0.46572104,0.871158392,7.124113475,156442.0804,0.941362916,2012,0.196480938,0.029850746,0.702702703
36140,"Ocean City, NJ",56699.70898,0.4765625,0.986328125,8.02734375,440032.6172,0.898263027,2012,0.15,0.12962963,0.873015873
36220,"Odessa, TX ",45076.11475,0.538641686,0.892271663,6.405152225,120203.7471,0.978142077,2012,0.302795031,0.061538462,1.04109589
36260,"Ogden-Clearfield, UT ",50433.7379,0.525921659,0.939516129,7.822580645,229272.235,0.976682212,2012,0.308564232,0.078911565,0.769021739
36420,"Oklahoma City, OK",49849.40047,0.511124295,0.860575497,7.570750519,159715.8707,0.976785714,2012,0.27348643,0.06870229,0.972809668
36500,"Olympia-Tumwater, WA ",54189.01365,0.487593052,0.908188586,8.122828784,257335.4839,0.957415565,2012,0.211850649,0.076628352,0.671052632
36540,"Omaha-Council Bluffs, NE-IA",51036.49419,0.503977968,0.946756426,7.892288862,168626.836,0.977630199,2012,0.251855085,0.110918544,0.845410628
36740,"Orlando-Kissimmee-Sanford, FL ",49650.40149,0.502890173,0.81073493,7.911478117,210333.2122,0.942605289,2012,0.244180336,0.041432019,1.019031142
36780,"Oshkosh-Neenah, WI ",47903.7112,0.489194499,0.990176817,7.842829077,185297.053,0.962222222,2012,0.21875,0.105590062,1.147540984
36980,"Owensboro, KY ",42461.41162,0.523002421,0.973365617,7.292978208,137506.0533,0.96941896,2012,0.21869783,0.061068702,0.732394366
37100,"Oxnard-Thousand Oaks-Ventura, CA",65920.8915,0.517524236,0.831469053,7.806860552,484264.9142,0.941100043,2012,0.216817234,0.05982906,0.74800638
37340,"Palm Bay-Melbourne-Titusville, FL",50917.38162,0.498872604,0.907553551,7.904735062,174240.7554,0.936066713,2012,0.176359517,0.087794433,0.659375
37620,"Parkersburg-Vienna, WV ",41793.79567,0.480769231,0.96875,7.293269231,137752.4038,0.952978056,2012,0.178036606,0.074766355,0.506849315
37860,"Pensacola-Ferry Pass-Brent, FL",45866.30673,0.499340369,0.856860158,7.579815303,171068.6016,0.957106812,2012,0.236989592,0.033783784,1.139917695
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",62357.72714,0.496206684,0.831761329,8.098318639,285636.0929,0.94685819,2012,0.235149134,0.075193681,0.942424242
38060,"Phoenix-Mesa-Scottsdale, AZ ",54187.83172,0.508311668,0.872843299,7.872055464,213117.3088,0.961235217,2012,0.262279205,0.041673993,0.905244123
38300,"Pittsburgh, PA ",50269.47869,0.515474322,0.948755326,7.892240413,161331.8681,0.960987261,2012,0.209893154,0.078431373,0.959406714
38340,"Pittsfield, MA ",49179.78182,0.493706294,0.983216783,7.878321678,299960.4196,0.940691928,2012,0.147590361,0.129251701,0.646551724
38860,"Portland-South Portland, ME",51733.22,0.486896552,0.985517241,8.146206897,264132.3448,0.96916996,2012,0.196770938,0.123076923,0.831683168
38900,"Portland-Vancouver-Hillsboro, OR-WA ",57393.20124,0.512046665,0.904133908,8.215191479,292977.0099,0.951923077,2012,0.2504363,0.050997783,0.847272727
